 Window ID,Chip ID,Hex Chip ID,Die X,Die Y,QR Code,File Name,Module ID,Version,Test Result,Error Code,Record Error Codes,Record ID,Sensor Cols,Sensor Rows,Start Time,End Time,Sensor Type,BoardId,Pixel Size,Board Maj,Board Min,Serial Number,Open Short,CP Names,CP Values,Sleep Current,Idle Current,Work Current,INT VSS,MISO VSS,RST VSS,MOSI VSS,SCK VSS,CS VSS,INT VDD,MISO VDD,CRC TF,ROI,Cali Light Value,Cali Light Lux,Ae Slope TF,Ae Slope Mid,Ae Slope Low,Ae Slope High,Exposure,Cali Exposure,Cali BrightNess,Shading TF,Shading Value,Shading_Max Value,Shading_Min Value,Shading_Balance Value,Center TF,Center_X Value,Center_Y Value,Center_X Offset,Center_Y Offset,Crop_X,Crop_Y,Crop_W,Crop_H,Bad Point TF,Bad Point Total,Bad Point Lines,Bad Point Clusters,Bad Point Cluster Size,Dim Bad Point Total,Dim Bad Point Lines,Dim Bad Point Clusters,Dim Bad Point Cluster Size,Bad Point Thin Total,Bad Point Thin XS,Bad Point Thin S,Bad Point Thin M,Bad Point Thin L,SNR TF,SNR Value,Auto Exposure TF,Auto Exposure Value,Auto Exposure Bright,MTF TF,MTF LT,MTF RT,MTF CENTER,MTF LB,MTF RB,MTF COM,MTF Balance Value,MTF Value,MTF Scale Value,Contrast,Sagittal1,Sagittal2,Sagittal3,Tangential1,Tangential2,Tangential3,Gradient MTF Value,Gradient MTF Level,MTF Center TF,MTF Center X,MTF Center Y,MTF Calibrate current,MTF Calibrate Peek,FOV TF,FOV,Rotation,Frequency Difference
 #2,SFK0012_11_11_14,53464b303031325f31315f31315f3134,11,14,T91809020C40004B70,20201218091344643_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:13:44:643,2020-12-18 09:13:48:034,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1441.00000,11766.00000,-0.41615,-0.41439,-0.42496,-0.41489,-0.41564,-0.41514,1.10331,1.09953,True,,39669,270,,,,,5000,10875,0.80692,,,,,,,79,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.50354,0.47779,0.76521,0.54792,0.42456,0.64080,0.12336,0.42456,0.25533,1765,0.80870,0.84566,0.87241,0.39693,0.50275,0.59395,,,,,,,,True,35.97255,-6.73083,0.12401
 #2,SFK0012_11_11_13,53464b303031325f31315f31315f3133,11,13,T91809020C4000FE80,20201218091354439_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:13:54:439,2020-12-18 09:13:58:032,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1406.00000,11668.00000,-0.41489,-0.41564,-0.42597,-0.41615,-0.41413,-0.41464,1.10255,1.09852,True,,39671,270,,,,,5000,9937,0.80035,,,,,,,80,100,,,0,20,160,160,,,,,,,,,,,,,,,,,,,,True,0.54686,0.53304,0.79112,0.59099,0.45557,0.67659,0.13542,0.45557,0.26879,1792,0.82833,0.86564,0.89463,0.41989,0.52662,0.61830,,,,,,,,True,36.63624,-7.31196,0.14121
 #2,SFK0012_12_101_16,53464b303031325f31325f3130315f3136,101,16,T91809020C40004C90,20201218091404811_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:14:04:811,2020-12-18 09:14:07:780,2,115,-1,1,2,80070016_3139510f_35303233,,,,88.00000,1450.00000,12091.00000,-0.41665,-0.41791,-0.42723,-0.41791,-0.41816,-0.41867,1.10935,1.10406,True,,39671,270,,,,,5000,10500,0.79004,,,,,,,82,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.56829,0.59417,0.81711,0.60531,0.50443,0.70351,0.10089,0.50443,0.27808,1817,0.76033,0.80876,0.85965,0.45347,0.56060,0.64936,,,,,,,,True,36.63533,-7.34090,0.15830
 #2,SFK0012_11_87_30,53464b303031325f31315f38375f3330,87,30,T91809020C4000C8B0,20201218091412588_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,FAIL,184,184,-1,3014409,3276884,2020-12-18 09:14:12:588,2020-12-18 09:14:15:745,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1470.00000,12544.00000,-0.41262,-0.41162,-0.42295,-0.41413,-0.41187,-0.41287,1.10155,1.09726,True,,39670,270,,,,,5000,11250,0.79482,,,,,,,81,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.50663,0.47269,0.69792,0.45740,0.32851,0.57766,0.17811,0.32851,0.25293,1697,0.79530,0.83590,0.86993,0.36275,0.46773,0.55509,,,,,,,,True,35.91082,-6.85427,0.10796
 #2,SFK0012_11_86_8,53464b303031325f31315f38365f38,86,8,T91809020C4000C7F0,20201218091422480_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:14:22:480,2020-12-18 09:14:25:876,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1460.00000,11692.00000,-0.41237,-0.41187,-0.42169,-0.41262,-0.41162,-0.41237,1.11212,1.10633,True,,39671,270,,,,,5000,10125,0.79107,,,,,,,80,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.51503,0.48131,0.77854,0.54239,0.39366,0.63849,0.14873,0.39366,0.24821,1778,0.78163,0.81925,0.84510,0.37833,0.48470,0.57690,,,,,,,,True,35.93316,-7.07412,0.13586
 #2,SFK0012_12_97_17,53464b303031325f31325f39375f3137,97,17,T91809020C4000C7B0,20201218091430146_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:14:30:146,2020-12-18 09:14:33:551,2,115,-1,1,2,80070016_3139510f_35303233,,,,88.00000,1411.00000,11909.00000,-0.42018,-0.41867,-0.42899,-0.41992,-0.41791,-0.41867,1.11313,1.10683,True,,39672,270,,,,,5000,10125,0.80363,,,,,,,79,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.55186,0.53655,0.81073,0.58412,0.45071,0.68072,0.13341,0.45071,0.26189,1811,0.81609,0.85180,0.87699,0.42273,0.52613,0.61293,,,,,,,,True,35.94239,-7.24893,0.14375
 #2,SFK0012_11_64_3,53464b303031325f31315f36345f33,64,3,T91809020C40004B30,20201218091454222_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:14:54:222,2020-12-18 09:14:57:581,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1485.00000,12145.00000,-0.41061,-0.41061,-0.42093,-0.41111,-0.41136,-0.41162,1.10885,1.10457,True,,39670,270,,,,,5000,10125,0.80116,,,,,,,80,100,,,0,20,160,160,,,,,,,,,,,,,,,,,,,,True,0.50896,0.53624,0.80148,0.58231,0.50299,0.68276,0.07932,0.50299,0.26582,1802,0.83602,0.87339,0.90052,0.41610,0.52233,0.61364,,,,,,,,True,35.96922,-7.25690,0.11994
 #2,SFK0012_11_55_15,53464b303031325f31315f35355f3135,55,15,T91809020C4000C710,20201218091502681_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:15:02:681,2020-12-18 09:15:05:632,2,115,-1,1,2,80070016_3139510f_35303233,,,,83.00000,1450.00000,11963.00000,-0.41867,-0.41992,-0.42949,-0.42118,-0.41942,-0.41816,1.10532,1.10129,True,,39671,270,,,,,5000,10500,0.80225,,,,,,,79,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.52934,0.52978,0.80146,0.58104,0.46187,0.68138,0.11917,0.46187,0.26228,1802,0.82240,0.85922,0.89048,0.40575,0.51281,0.60591,,,,,,,,True,35.99561,-7.07027,0.13303
 #2,SFK0012_11_58_5,53464b303031325f31315f35385f35,58,5,T91809020C4000C650,20201218091510480_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:15:10:480,2020-12-18 09:15:13:465,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1406.00000,11535.00000,-0.41287,-0.41413,-0.42395,-0.41439,-0.41162,-0.41287,1.11413,1.10885,True,,39670,270,,,,,5000,10500,0.79311,,,,,,,80,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.50433,0.45939,0.75188,0.49580,0.35116,0.60917,0.15318,0.35116,0.24082,1752,0.75670,0.79512,0.82771,0.36491,0.46700,0.55443,,,,,,,,True,35.92839,-6.95569,0.12031
 #2,SFK0012_11_77_7,53464b303031325f31315f37375f37,77,7,T91809020C40004B80,20201218091520005_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 09:15:20:005,2020-12-18 09:15:23:566,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1490.00000,12017.00000,-0.41187,-0.41262,-0.42093,-0.41136,-0.41187,-0.41036,1.11187,1.11036,True,,39672,270,,,,,5000,10312,0.80227,,,,,,,80,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.55898,0.50692,0.81472,0.65775,0.50714,0.70007,0.15083,0.50692,0.27381,1814,0.84230,0.88066,0.90683,0.43464,0.54335,0.63671,,,,,,,,True,36.62969,-6.64100,0.09648
