 Window ID,Chip ID,Hex Chip ID,Die X,Die Y,QR Code,File Name,Module ID,Version,Test Result,Error Code,Record Error Codes,Record ID,Sensor Cols,Sensor Rows,Start Time,End Time,Sensor Type,BoardId,Pixel Size,Board Maj,Board Min,Serial Number,Open Short,CP Names,CP Values,Sleep Current,Idle Current,Work Current,INT VSS,MISO VSS,RST VSS,MOSI VSS,SCK VSS,CS VSS,INT VDD,MISO VDD,CRC TF,ROI,Cali Light Value,Cali Light Lux,Ae Slope TF,Ae Slope Mid,Ae Slope Low,Ae Slope High,Exposure,Cali Exposure,Cali BrightNess,Shading TF,Shading Value,Shading_Max Value,Shading_Min Value,Shading_Balance Value,Center TF,Center_X Value,Center_Y Value,Center_X Offset,Center_Y Offset,Crop_X,Crop_Y,Crop_W,Crop_H,Bad Point TF,Bad Point Total,Bad Point Lines,Bad Point Clusters,Bad Point Cluster Size,Dim Bad Point Total,Dim Bad Point Lines,Dim Bad Point Clusters,Dim Bad Point Cluster Size,Bad Point Thin Total,Bad Point Thin XS,Bad Point Thin S,Bad Point Thin M,Bad Point Thin L,SNR TF,SNR Value,Auto Exposure TF,Auto Exposure Value,Auto Exposure Bright,MTF TF,MTF LT,MTF RT,MTF CENTER,MTF LB,MTF RB,MTF COM,MTF Balance Value,MTF Value,MTF Scale Value,Contrast,Sagittal1,Sagittal2,Sagittal3,Tangential1,Tangential2,Tangential3,Gradient MTF Value,Gradient MTF Level,MTF Center TF,MTF Center X,MTF Center Y,MTF Calibrate current,MTF Calibrate Peek,FOV TF,FOV,Rotation,Frequency Difference
 #2,SFK0012_12_70_31,53464b303031325f31325f37305f3331,70,31,T91809020C40001E70,20201218072405669_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:24:05:669,2020-12-18 07:24:08:862,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1372.00000,12012.00000,-0.41816,-0.41766,-0.42773,-0.41841,-0.41892,-0.41816,1.10406,1.10079,True,,39663,270,,,,,5000,9750,0.80652,,,,,,,80,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.49727,0.46702,0.77888,0.56060,0.43341,0.64274,0.12719,0.43341,0.25142,1779,0.79110,0.82762,0.85338,0.39585,0.49731,0.58355,,,,,,,,True,35.87225,-5.91711,0.12070
 #2,SFK0012_12_69_10,53464b303031325f31325f36395f3130,69,10,T91809020C4000D640,20201218072432058_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:24:32:058,2020-12-18 07:24:35:410,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1441.00000,11860.00000,-0.41867,-0.41967,-0.42974,-0.42043,-0.41992,-0.41967,1.11262,1.10759,True,,39665,270,,,,,5000,10125,0.79771,,,,,,,80,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.54289,0.50209,0.77653,0.53730,0.37887,0.64244,0.16402,0.37887,0.25255,1776,0.78874,0.82759,0.85610,0.39460,0.49832,0.58567,,,,,,,,True,35.91052,-6.76305,0.09973
 #2,SFK0012_11_52_30,53464b303031325f31315f35325f3330,52,30,T91809020C4001C010,20201218072510465_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,FAIL,184,184,-1,3014409,3276884,2020-12-18 07:25:10:465,2020-12-18 07:25:13:825,2,115,-1,1,2,80070016_3139510f_35303233,,,,107.00000,1450.00000,12111.00000,-0.41162,-0.41111,-0.42118,-0.41212,-0.41162,-0.41262,1.10532,1.10205,True,,39662,270,,,,,5000,10875,0.80399,,,,,,,83,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.56620,0.49315,0.65173,0.50886,0.38107,0.59724,0.18513,0.38107,0.29909,1652,0.86958,0.92179,0.96041,0.51035,0.62240,0.71532,,,,,,,,True,36.67972,-7.02667,0.55009
 #2,SFK0012_12_68_2,53464b303031325f31325f36385f32,68,2,T91809020C400020A0,20201218072520787_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:25:20:787,2020-12-18 07:25:24:353,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1406.00000,11879.00000,-0.41464,-0.41363,-0.42370,-0.41439,-0.41313,-0.41363,1.10255,1.09777,True,,39665,270,,,,,5000,9562,0.79459,,,,,,,80,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.55838,0.51012,0.75967,0.50156,0.32352,0.62292,0.23486,0.32352,0.24926,1760,0.76872,0.80586,0.83639,0.39365,0.49409,0.57985,,,,,,,,True,35.85662,-7.00767,0.13173
 #2,SFK0012_11_74_21,53464b303031325f31315f37345f3231,74,21,T91809020C4001B5D0,20201218072540614_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:25:40:614,2020-12-18 07:25:43:563,2,115,-1,1,2,80070016_3139510f_35303233,,,,93.00000,1475.00000,12027.00000,-0.41766,-0.41564,-0.42647,-0.41665,-0.41816,-0.41564,1.11162,1.10557,True,,39663,270,,,,,5000,10500,0.79912,,,,,,,81,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.50311,0.48718,0.78688,0.57993,0.45292,0.65959,0.12701,0.45292,0.25711,1787,0.80657,0.84643,0.87542,0.40116,0.50834,0.60061,,,,,,,,True,35.95919,-6.80118,0.11827
 #2,SFK0012_12_39_14,53464b303031325f31325f33395f3134,39,14,T91809020C40001E50,20201218072554643_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:25:54:643,2020-12-18 07:25:58:003,2,115,-1,1,2,80070016_3139510f_35303233,,,,93.00000,1485.00000,12500.00000,-0.42144,-0.42370,-0.43327,-0.42244,-0.42244,-0.42219,1.11262,1.10658,True,,39664,270,,,,,5000,10875,0.80960,,,,,,,81,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.56025,0.54212,0.77824,0.53864,0.39239,0.64990,0.16786,0.39239,0.26128,1778,0.79575,0.83291,0.86148,0.42976,0.52719,0.60610,,,,,,,,True,35.87147,-7.34009,0.16961
 #2,SFK0012_12_66_31,53464b303031325f31325f36365f3331,66,31,T91809020C40002070,20201218072603326_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:26:03:326,2020-12-18 07:26:07:033,2,115,-1,1,2,80070016_3139510f_35303233,,,,98.00000,1426.00000,12194.00000,-0.41615,-0.41690,-0.42672,-0.41791,-0.41615,-0.41489,1.10280,1.09827,True,,39620,270,,,,,5000,10125,0.79738,,,,,,,82,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.54244,0.56563,0.79275,0.54604,0.44809,0.66836,0.11754,0.44809,0.26518,1793,0.81040,0.84963,0.87796,0.42636,0.54075,0.64838,,,,,,,,True,36.90972,-6.91018,0.13480
 #2,SFK0012_12_57_8,53464b303031325f31325f35375f38,57,8,T91809020C40001ED0,20201218072617656_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:26:17:656,2020-12-18 07:26:21:032,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1406.00000,11604.00000,-0.42068,-0.41716,-0.43050,-0.41942,-0.42093,-0.42093,1.11187,1.10834,True,,39666,270,,,,,5000,9375,0.80559,,,,,,,82,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.52546,0.56601,0.80084,0.58144,0.50668,0.68929,0.07475,0.50668,0.27216,1801,0.84915,0.88640,0.91062,0.43451,0.53933,0.62839,,,,,,,,True,35.97662,-7.22829,0.12681
 #2,SFK0012_12_33_7,53464b303031325f31325f33335f37,33,7,T91809020C40001DF0,20201218072628742_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:26:28:742,2020-12-18 07:26:31:892,2,115,-1,1,2,80070016_3139510f_35303233,,,,112.00000,1446.00000,12042.00000,-0.41791,-0.41816,-0.42773,-0.41841,-0.41791,-0.41867,1.11011,1.10608,True,,39668,270,,,,,5000,9750,0.80266,,,,,,,79,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.54605,0.48881,0.79045,0.59363,0.42736,0.66598,0.16627,0.42736,0.26009,1791,0.79402,0.83450,0.86731,0.40517,0.51150,0.61152,,,,,,,,True,35.97961,-6.07467,0.10704
 #2,SFK0012_12_31_14,53464b303031325f31325f33315f3134,31,14,T91809020C40001F40,20201218072653774_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-18 07:26:53:774,2020-12-18 07:26:57:125,2,115,-1,1,2,80070016_3139510f_35303233,,,,93.00000,1495.00000,12278.00000,-0.42295,-0.42244,-0.43327,-0.42118,-0.42194,-0.42370,1.11363,1.10507,True,,39665,270,,,,,5000,10875,0.80995,,,,,,,79,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.58856,0.54495,0.78775,0.53866,0.36067,0.65923,0.22789,0.36067,0.25806,1789,0.79500,0.83321,0.86220,0.40723,0.50911,0.59472,,,,,,,,True,35.93010,-6.99210,0.12890
