 Window ID,Chip ID,Hex Chip ID,Die X,Die Y,QR Code,File Name,Module ID,Version,Test Result,Error Code,Record Error Codes,Record ID,Sensor Cols,Sensor Rows,Start Time,End Time,Sensor Type,BoardId,Pixel Size,Board Maj,Board Min,Serial Number,Open Short,CP Names,CP Values,Sleep Current,Idle Current,Work Current,INT VSS,MISO VSS,RST VSS,MOSI VSS,SCK VSS,CS VSS,INT VDD,MISO VDD,CRC TF,ROI,Cali Light Value,Cali Light Lux,Ae Slope TF,Ae Slope Mid,Ae Slope Low,Ae Slope High,Exposure,Cali Exposure,Cali BrightNess,Shading TF,Shading Value,Shading_Max Value,Shading_Min Value,Shading_Balance Value,Center TF,Center_X Value,Center_Y Value,Center_X Offset,Center_Y Offset,Crop_X,Crop_Y,Crop_W,Crop_H,Bad Point TF,Bad Point Total,Bad Point Lines,Bad Point Clusters,Bad Point Cluster Size,Dim Bad Point Total,Dim Bad Point Lines,Dim Bad Point Clusters,Dim Bad Point Cluster Size,Bad Point Thin Total,Bad Point Thin XS,Bad Point Thin S,Bad Point Thin M,Bad Point Thin L,SNR TF,SNR Value,Auto Exposure TF,Auto Exposure Value,Auto Exposure Bright,MTF TF,MTF LT,MTF RT,MTF CENTER,MTF LB,MTF RB,MTF COM,MTF Balance Value,MTF Value,MTF Scale Value,Contrast,Sagittal1,Sagittal2,Sagittal3,Tangential1,Tangential2,Tangential3,Gradient MTF Value,Gradient MTF Level,MTF Center TF,MTF Center X,MTF Center Y,MTF Calibrate current,MTF Calibrate Peek,FOV TF,FOV,Rotation,Frequency Difference
 #2,SFK0012_11_16_8,53464b303031325f31315f31365f38,16,8,T91809020C40009F30,20201217160209100_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:02:09:100,2020-12-17 16:02:12:490,2,115,-1,1,2,80070016_3139510f_35303233,,,,112.00000,1475.00000,12253.00000,-0.41338,-0.41388,-0.42169,-0.41590,-0.41363,-0.41363,1.10381,1.09978,True,,39665,270,,,,,5000,10125,0.79536,,,,,,,79,103,,,0,23,160,160,,,,,,,,,,,,,,,,,,,,True,0.58710,0.58237,0.77035,0.42463,0.29489,0.62518,0.29221,0.29489,0.24521,1771,0.78179,0.82139,0.84843,0.40202,0.49580,0.57192,,,,,,,,True,35.82582,-6.13385,0.11445
 #2,SFK0012_11_109_13,53464b303031325f31315f3130395f3133,109,13,T91809020C40009FF0,20201217160238178_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:02:38:178,2020-12-17 16:02:41:569,2,115,-1,1,2,80070016_3139510f_35303233,,,,93.00000,1509.00000,12524.00000,-0.41111,-0.41010,-0.42018,-0.41061,-0.41086,-0.41212,1.10457,1.10356,True,,39666,270,,,,,5000,10875,0.79527,,,,,,,80,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.58231,0.55603,0.78655,0.51032,0.37795,0.65467,0.20436,0.37795,0.25766,1786,0.79787,0.83473,0.86499,0.41608,0.51755,0.60217,,,,,,,,True,35.87577,-6.13386,0.09202
 #2,SFK0012_12_80_4,53464b303031325f31325f38305f34,80,4,T91809020C40009C70,20201217160315397_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:03:15:397,2020-12-17 16:03:18:960,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1455.00000,12066.00000,-0.41741,-0.42068,-0.42848,-0.41942,-0.41892,-0.41867,1.10759,1.10507,True,,39664,270,,,,,5000,9937,0.80127,,,,,,,81,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.56385,0.54095,0.77790,0.52430,0.38525,0.65467,0.17860,0.38525,0.25895,1779,0.80684,0.84258,0.87178,0.41324,0.51497,0.60016,,,,,,,,True,35.86900,-7.23330,0.13963
 #2,SFK0012_12_90_24,53464b303031325f31325f39305f3234,90,24,T91809020C40010F30,20201217160347804_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:03:47:804,2020-12-17 16:03:51:195,2,115,-1,1,2,80070016_3139510f_35303233,,,,83.00000,1401.00000,11742.00000,-0.42345,-0.42320,-0.43352,-0.42446,-0.42471,-0.42521,1.11136,1.10683,True,,39665,270,,,,,5000,10125,0.79332,,,,,,,79,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.53836,0.48377,0.78821,0.61167,0.45346,0.66337,0.15821,0.45346,0.26481,1788,0.82020,0.85462,0.87992,0.43614,0.53780,0.62001,,,,,,,,True,35.85151,-6.21521,0.09810
 #2,SFK0012_11_94_12,53464b303031325f31315f39345f3132,94,12,T91809020C40010D60,20201217160424539_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:04:24:539,2020-12-17 16:04:27:523,2,115,-1,1,2,80070016_3139510f_35303233,,,,88.00000,1431.00000,11722.00000,-0.41313,-0.41539,-0.42370,-0.41338,-0.41539,-0.41237,1.11640,1.10885,True,,39665,270,,,,,5000,10500,0.80912,,,,,,,81,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.48136,0.47400,0.75590,0.48610,0.38788,0.61446,0.09822,0.38788,0.24201,1756,0.76334,0.80077,0.83077,0.36853,0.47024,0.55747,,,,,,,,True,35.74852,-5.86469,0.10972
 #2,SFK0012_11_93_17,53464b303031325f31315f39335f3137,93,17,T91809020C40009E50,20201217161108206_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:11:08:206,2020-12-17 16:11:11:956,2,115,-1,1,2,80070016_3139510f_35303233,,,,83.00000,1426.00000,11904.00000,-0.41816,-0.41791,-0.42546,-0.41766,-0.41867,-0.41791,1.11338,1.10859,True,,39570,270,,,,,5000,10687,0.79967,,,,,,,80,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.54734,0.51526,0.76987,0.51075,0.37122,0.63470,0.17612,0.37122,0.25258,1770,0.78760,0.81945,0.84482,0.40970,0.50634,0.58865,,,,,,,,True,35.77959,-6.02588,0.09025
 #2,SFK0012_11_89_18,53464b303031325f31315f38395f3138,89,18,T91809020C4001EF40,20201217162651796_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,2047,1,2020-12-17 16:26:51:796,2020-12-17 16:26:55:171,2,2009593368,-1,1,2,80070016_3139510f_35303233,,,,83.00000,1426.00000,11993.00000,-0.41992,-0.41841,-0.42748,-0.41942,-0.42018,-0.41741,1.11766,1.11136,True,,39659,270,,,,,5000,10875,0.80631,,,,,,,79,103,,,0,23,160,160,,,,,,,,,,,,,,,,,,,,True,0.55422,0.50355,0.75453,0.50900,0.34557,0.62621,0.20865,0.34557,0.25345,1754,0.78127,0.81808,0.84775,0.40335,0.50504,0.58906,,,,,,,,True,35.85994,-6.99822,0.12905
 #2,SFK0012_12_96_25,53464b303031325f31325f39365f3235,96,25,T91809020C40010D80,20201217162727425_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:27:27:425,2020-12-17 16:27:30:366,2,115,-1,1,2,80070016_3139510f_35303233,,,,88.00000,1460.00000,12194.00000,-0.42269,-0.42194,-0.43226,-0.42194,-0.42169,-0.42219,1.10834,1.10255,True,,39658,270,,,,,5000,10500,0.79264,,,,,,,80,101,,,0,21,160,160,,,,,,,,,,,,,,,,,,,,True,0.57102,0.52198,0.78410,0.56071,0.39924,0.65950,0.17178,0.39924,0.26182,1784,0.82085,0.85310,0.87805,0.41427,0.51750,0.60447,,,,,,,,True,35.88639,-5.99184,0.10821
 #2,SFK0012_11_104_26,53464b303031325f31315f3130345f3236,104,26,T91809020C40010D20,20201217162940783_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:29:40:783,2020-12-17 16:29:44:342,2,115,-1,1,2,80070016_3139510f_35303233,,,,88.00000,1465.00000,12125.00000,-0.41690,-0.41665,-0.42420,-0.41665,-0.41716,-0.41514,1.09651,1.09349,True,,39657,270,,,,,5000,10687,0.80063,,,,,,,81,102,,,0,22,160,160,,,,,,,,,,,,,,,,,,,,True,0.53881,0.52013,0.77387,0.53772,0.40003,0.65085,0.13878,0.40003,0.25801,1775,0.80786,0.84840,0.87685,0.39906,0.50423,0.59518,,,,,,,,True,35.89843,-7.18800,0.13392
 #2,SFK0012_12_72_5,53464b303031325f31325f37325f35,72,5,T91809020C4000CD00,20201217162953026_#2,JV0302,develop: 2020-12-16 21:55:41 +080076dfe4a74c312be6b63fd3be86c87714b9cb2e33,PASSED,0,,-1,3014409,3276884,2020-12-17 16:29:53:026,2020-12-17 16:29:55:979,2,115,-1,1,2,80070016_3139510f_35303233,,,,102.00000,1470.00000,12160.00000,-0.42169,-0.42093,-0.43050,-0.42068,-0.42043,-0.41892,1.11539,1.11338,True,,39665,270,,,,,5000,10500,0.79754,,,,,,,79,103,,,0,23,160,160,,,,,,,,,,,,,,,,,,,,True,0.57906,0.58421,0.75106,0.41140,0.30579,0.61849,0.27841,0.30579,0.25038,1751,0.79273,0.82714,0.85653,0.42201,0.51585,0.59001,,,,,,,,True,35.80727,-6.24149,0.09825
